Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.09626, 2020-2039, bcc_csm1_1, Annual Anomaly, URY
-0.044, 2020-2039, bnu_esm, Annual Anomaly, URY
-0.0446, 2020-2039, canesm2, Annual Anomaly, URY
0.0418, 2020-2039, ccsm4, Annual Anomaly, URY
-0.0312, 2020-2039, cesm1_bgc, Annual Anomaly, URY
0.01225, 2020-2039, cesm1_cam5, Annual Anomaly, URY
0.01103, 2020-2039, cnrm_cm5, Annual Anomaly, URY
0.05373, 2020-2039, csiro_mk3_6_0, Annual Anomaly, URY
0.11811, 2020-2039, gfdl_cm3, Annual Anomaly, URY
0.21992, 2020-2039, gfdl_esm2g, Annual Anomaly, URY
0.07625, 2020-2039, gfdl_esm2m, Annual Anomaly, URY
0.01748, 2020-2039, inmcm4, Annual Anomaly, URY
0.17101, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, URY
0.02402, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, URY
0.03118, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, URY
0.23625, 2020-2039, miroc5, Annual Anomaly, URY
-0.0263, 2020-2039, miroc_esm_chem, Annual Anomaly, URY
0.15927, 2020-2039, miroc_esm, Annual Anomaly, URY
0.20344, 2020-2039, mpi_esm_mr, Annual Anomaly, URY
-0.0337, 2020-2039, mri_cgcm3, Annual Anomaly, URY
0.22329, 2020-2039, noresm1_m, Annual Anomaly, URY
0.35146, 2020-2039, access1_3, Annual Anomaly, UZB
0.26464, 2020-2039, bcc_csm1_1_m, Annual Anomaly, UZB
0.15268, 2020-2039, bcc_csm1_1, Annual Anomaly, UZB
0.17458, 2020-2039, bnu_esm, Annual Anomaly, UZB
0.37288, 2020-2039, canesm2, Annual Anomaly, UZB
0.0635, 2020-2039, ccsm4, Annual Anomaly, UZB
-0.0085, 2020-2039, cesm1_bgc, Annual Anomaly, UZB
0.23632, 2020-2039, cesm1_cam5, Annual Anomaly, UZB
0.05807, 2020-2039, cnrm_cm5, Annual Anomaly, UZB
0.50662, 2020-2039, csiro_mk3_6_0, Annual Anomaly, UZB
0.28795, 2020-2039, gfdl_cm3, Annual Anomaly, UZB
0.14931, 2020-2039, gfdl_esm2g, Annual Anomaly, UZB
0.19182, 2020-2039, gfdl_esm2m, Annual Anomaly, UZB
0.16391, 2020-2039, inmcm4, Annual Anomaly, UZB
0.53692, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, UZB
0.62487, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, UZB
0.44517, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, UZB
0.26008, 2020-2039, miroc5, Annual Anomaly, UZB
0.23817, 2020-2039, miroc_esm_chem, Annual Anomaly, UZB
0.33574, 2020-2039, miroc_esm, Annual Anomaly, UZB
0.27852, 2020-2039, mpi_esm_mr, Annual Anomaly, UZB
0.26338, 2020-2039, mri_cgcm3, Annual Anomaly, UZB
0.40992, 2020-2039, noresm1_m, Annual Anomaly, UZB
0.05, 2020-2039, access1_3, Annual Anomaly, VUT
-0.05, 2020-2039, bcc_csm1_1_m, Annual Anomaly, VUT
-0.1, 2020-2039, bcc_csm1_1, Annual Anomaly, VUT
0.1, 2020-2039, canesm2, Annual Anomaly, VUT
-0.05, 2020-2039, ccsm4, Annual Anomaly, VUT
0.05, 2020-2039, cesm1_bgc, Annual Anomaly, VUT
-0.05, 2020-2039, cesm1_cam5, Annual Anomaly, VUT
0.05, 2020-2039, csiro_mk3_6_0, Annual Anomaly, VUT
0.15, 2020-2039, gfdl_cm3, Annual Anomaly, VUT
-0.05, 2020-2039, gfdl_esm2g, Annual Anomaly, VUT
0.25, 2020-2039, inmcm4, Annual Anomaly, VUT
-0.15, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, VUT
0.05, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, VUT
-0.1, 2020-2039, miroc5, Annual Anomaly, VUT
0.4, 2020-2039, miroc_esm_chem, Annual Anomaly, VUT
0.5, 2020-2039, miroc_esm, Annual Anomaly, VUT
0.15, 2020-2039, mri_cgcm3, Annual Anomaly, VUT
0.3613, 2020-2039, access1_3, Annual Anomaly, VEN
0.4994, 2020-2039, bcc_csm1_1_m, Annual Anomaly, VEN
0.30142, 2020-2039, bcc_csm1_1, Annual Anomaly, VEN
0.2667, 2020-2039, bnu_esm, Annual Anomaly, VEN
0.47247, 2020-2039, canesm2, Annual Anomaly, VEN
0.22825, 2020-2039, ccsm4, Annual Anomaly, VEN
0.00989, 2020-2039, cesm1_bgc, Annual Anomaly, VEN
0.19604, 2020-2039, cesm1_cam5, Annual Anomaly, VEN
0.10837, 2020-2039, cnrm_cm5, Annual Anomaly, VEN
-0.0105, 2020-2039, csiro_mk3_6_0, Annual Anomaly, VEN
0.21, 2020-2039, gfdl_cm3, Annual Anomaly, VEN
0.15412, 2020-2039, gfdl_esm2g, Annual Anomaly, VEN
0.0114, 2020-2039, gfdl_esm2m, Annual Anomaly, VEN
0.21006, 2020-2039, inmcm4, Annual Anomaly, VEN
0.25561, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, VEN
0.09343, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, VEN
0.31523, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, VEN
0.23903, 2020-2039, miroc5, Annual Anomaly, VEN
0.11472, 2020-2039, miroc_esm_chem, Annual Anomaly, VEN
0.30812, 2020-2039, miroc_esm, Annual Anomaly, VEN
0.13925, 2020-2039, mpi_esm_mr, Annual Anomaly, VEN
0.05265, 2020-2039, mri_cgcm3, Annual Anomaly, VEN
0.34937, 2020-2039, noresm1_m, Annual Anomaly, VEN
0.08087, 2020-2039, access1_3, Annual Anomaly, VNM
0.03753, 2020-2039, bcc_csm1_1_m, Annual Anomaly, VNM
0.02555, 2020-2039, bcc_csm1_1, Annual Anomaly, VNM
0.05682, 2020-2039, bnu_esm, Annual Anomaly, VNM
0.15029, 2020-2039, canesm2, Annual Anomaly, VNM
-0.0151, 2020-2039, ccsm4, Annual Anomaly, VNM
0.03979, 2020-2039, cesm1_bgc, Annual Anomaly, VNM
0.03299, 2020-2039, cesm1_cam5, Annual Anomaly, VNM
-0.0094, 2020-2039, cnrm_cm5, Annual Anomaly, VNM
0.04391, 2020-2039, csiro_mk3_6_0, Annual Anomaly, VNM
-0.0347, 2020-2039, gfdl_cm3, Annual Anomaly, VNM
3.9E-4, 2020-2039, gfdl_esm2g, Annual Anomaly, VNM
-0.0413, 2020-2039, gfdl_esm2m, Annual Anomaly, VNM
0.0026, 2020-2039, inmcm4, Annual Anomaly, VNM
0.01932, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, VNM
0.08035, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, VNM
0.10147, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, VNM
-0.0132, 2020-2039, miroc5, Annual Anomaly, VNM
0.23593, 2020-2039, miroc_esm_chem, Annual Anomaly, VNM
0.23502, 2020-2039, miroc_esm, Annual Anomaly, VNM
0.06291, 2020-2039, mpi_esm_mr, Annual Anomaly, VNM
0.09169, 2020-2039, mri_cgcm3, Annual Anomaly, VNM
0.1431, 2020-2039, noresm1_m, Annual Anomaly, VNM
0.18368, 2020-2039, access1_3, Annual Anomaly, YEM
0.06899, 2020-2039, bcc_csm1_1_m, Annual Anomaly, YEM
0.1186, 2020-2039, bcc_csm1_1, Annual Anomaly, YEM
0.00823, 2020-2039, bnu_esm, Annual Anomaly, YEM
-0.0237, 2020-2039, canesm2, Annual Anomaly, YEM
0.01118, 2020-2039, ccsm4, Annual Anomaly, YEM
0.08325, 2020-2039, cesm1_bgc, Annual Anomaly, YEM
0.17389, 2020-2039, cesm1_cam5, Annual Anomaly, YEM
-0.0043, 2020-2039, cnrm_cm5, Annual Anomaly, YEM
0.50622, 2020-2039, csiro_mk3_6_0, Annual Anomaly, YEM
0.1041, 2020-2039, gfdl_cm3, Annual Anomaly, YEM
0.04089, 2020-2039, gfdl_esm2g, Annual Anomaly, YEM
0.10333, 2020-2039, gfdl_esm2m, Annual Anomaly, YEM
-0.0093, 2020-2039, inmcm4, Annual Anomaly, YEM
0.39592, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, YEM
0.21926, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, YEM
0.23129, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, YEM
0.00564, 2020-2039, miroc5, Annual Anomaly, YEM
-0.0999, 2020-2039, miroc_esm_chem, Annual Anomaly, YEM
0.01513, 2020-2039, miroc_esm, Annual Anomaly, YEM
0.11747, 2020-2039, mpi_esm_mr, Annual Anomaly, YEM
0.21134, 2020-2039, mri_cgcm3, Annual Anomaly, YEM
-0.0298, 2020-2039, noresm1_m, Annual Anomaly, YEM
0.10796, 2020-2039, access1_3, Annual Anomaly, ZMB
0.23437, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ZMB
0.06597, 2020-2039, bcc_csm1_1, Annual Anomaly, ZMB
0.11072, 2020-2039, bnu_esm, Annual Anomaly, ZMB
0.27898, 2020-2039, canesm2, Annual Anomaly, ZMB
0.00525, 2020-2039, ccsm4, Annual Anomaly, ZMB
0.16202, 2020-2039, cesm1_bgc, Annual Anomaly, ZMB
0.22672, 2020-2039, cesm1_cam5, Annual Anomaly, ZMB
0.12956, 2020-2039, cnrm_cm5, Annual Anomaly, ZMB
0.12321, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ZMB
0.22586, 2020-2039, gfdl_cm3, Annual Anomaly, ZMB
0.03765, 2020-2039, gfdl_esm2g, Annual Anomaly, ZMB
0.11416, 2020-2039, gfdl_esm2m, Annual Anomaly, ZMB
0.25673, 2020-2039, inmcm4, Annual Anomaly, ZMB
-0.0079, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ZMB
0.01211, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ZMB
0.11412, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ZMB
0.13864, 2020-2039, miroc5, Annual Anomaly, ZMB
0.13333, 2020-2039, miroc_esm_chem, Annual Anomaly, ZMB
0.15962, 2020-2039, miroc_esm, Annual Anomaly, ZMB
0.12335, 2020-2039, mpi_esm_mr, Annual Anomaly, ZMB
0.19913, 2020-2039, mri_cgcm3, Annual Anomaly, ZMB
0.039, 2020-2039, noresm1_m, Annual Anomaly, ZMB
0.17888, 2020-2039, access1_3, Annual Anomaly, ZWE
0.20063, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ZWE
-0.0028, 2020-2039, bcc_csm1_1, Annual Anomaly, ZWE
0.11693, 2020-2039, bnu_esm, Annual Anomaly, ZWE
0.12748, 2020-2039, canesm2, Annual Anomaly, ZWE
0.10304, 2020-2039, ccsm4, Annual Anomaly, ZWE
0.04182, 2020-2039, cesm1_bgc, Annual Anomaly, ZWE
0.38293, 2020-2039, cesm1_cam5, Annual Anomaly, ZWE
0.20679, 2020-2039, cnrm_cm5, Annual Anomaly, ZWE
0.0706, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ZWE
0.00842, 2020-2039, gfdl_cm3, Annual Anomaly, ZWE
-0.0436, 2020-2039, gfdl_esm2g, Annual Anomaly, ZWE
0.005, 2020-2039, gfdl_esm2m, Annual Anomaly, ZWE
0.05075, 2020-2039, inmcm4, Annual Anomaly, ZWE
-0.0046, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ZWE
0.01409, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ZWE
0.23647, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ZWE
0.19785, 2020-2039, miroc5, Annual Anomaly, ZWE
0.30328, 2020-2039, miroc_esm_chem, Annual Anomaly, ZWE
0.32769, 2020-2039, miroc_esm, Annual Anomaly, ZWE
0.09771, 2020-2039, mpi_esm_mr, Annual Anomaly, ZWE
0.13072, 2020-2039, mri_cgcm3, Annual Anomaly, ZWE
0.03704, 2020-2039, noresm1_m, Annual Anomaly, ZWE
0.0057, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AFG
0.25588, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AFG
0.59838, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AFG
-0.0199, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ALB
0.15, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ALB
0.56264, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ALB
0.06844, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DZA
0.32082, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DZA
0.6168, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DZA
-0.0021, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AND
0.28364, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AND
0.67609, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AND
-0.0227, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AGO
0.09632, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AGO
0.43149, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AGO
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ATG
0.1, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ATG
0.54617, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ATG
-0.0207, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ARG
0.12156, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ARG
0.41809, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ARG
-0.0097, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ARM
0.13753, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ARM
0.49525, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ARM
-0.0161, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AUS
0.11326, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AUS
0.43819, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AUS
-0.0406, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AUT
0.10178, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AUT
0.37739, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AUT
0.0148, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, AZE
0.18996, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, AZE
0.48253, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, AZE
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BHS
0.00597, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BHS
0.30059, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BHS
0.2579, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BHR
0.65474, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BHR
-0.0257, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BGD
0.07457, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BGD
0.31688, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BGD
0.2, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BRB
0.39634, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BRB
-0.0452, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BLR
0.03038, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BLR
0.24819, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BLR
0.01022, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BEL
0.11821, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BEL
0.31617, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BEL
-0.0499, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BLZ
0.10015, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BLZ
0.48356, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BLZ
-0.0411, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BEN
0.11304, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BEN
0.34275, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BEN
-0.0144, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BTN
0.07155, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BTN
0.46605, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BTN
-0.0441, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BOL
0.09187, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BOL
0.39789, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BOL
-0.0449, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BIH
0.16171, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BIH
0.49153, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BIH
-0.009, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BWA
0.11369, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BWA
0.42396, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BWA
-0.0321, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BRA
0.07805, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BRA
0.35928, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BRA
0.0236, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BRN
0.21441, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BRN
0.00159, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BGR
0.1427, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BGR
0.49759, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BGR
-0.0265, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BFA
0.12333, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BFA
0.45566, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BFA
-0.0285, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, BDI
0.06361, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, BDI
0.30131, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, BDI
-0.0456, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, KHM
0.0109, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, KHM
0.23605, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, KHM
-0.0437, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CMR
0.0734, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CMR
0.30725, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CMR
-0.0405, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CAN
0.04603, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CAN
0.26526, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CAN
-0.0167, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CPV
0.16108, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CPV
0.64815, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CPV
-0.0405, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CAF
0.07217, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CAF
0.32128, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CAF
-0.0097, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, TCD
0.18141, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, TCD
0.50439, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, TCD
-0.0041, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CHL
0.19291, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CHL
0.52028, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CHL
-0.0243, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CHN
0.10916, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CHN
0.38627, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CHN
-0.0376, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, COL
0.06664, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, COL
0.37565, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, COL
-0.0061, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, COM
0.04383, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, COM
0.13723, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, COM
-0.042, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, COD
0.06138, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, COD
0.32324, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, COD
-0.0388, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, COG
0.06962, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, COG
0.32923, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, COG
2.3E-4, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CRI
0.1878, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CRI
0.43927, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CRI
-0.0361, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CIV
0.10868, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CIV
0.39514, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CIV
-0.025, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, HRV
0.15834, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, HRV
0.4217, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, HRV
-0.0312, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CUB
0.12116, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CUB
0.3448, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CUB
-0.0132, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CYP
0.17325, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CYP
0.36238, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CYP
-0.043, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, CZE
0.06205, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, CZE
0.28412, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, CZE
-0.0497, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DNK
0.02834, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DNK
0.25878, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DNK
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DJI
0.05, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DJI
0.43458, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DJI
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DMA
0.08176, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DMA
0.41, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DMA
9.0E-5, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DOM
0.25937, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DOM
0.73478, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DOM
-0.0396, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ECU
0.02631, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ECU
0.28967, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ECU
0.04153, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, EGY
0.35534, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, EGY
0.62996, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, EGY
-0.0049, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, SLV
0.2, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, SLV
0.50887, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, SLV
-0.0498, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GNQ
0.03723, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GNQ
0.17166, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GNQ
-0.0289, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ERI
0.07568, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ERI
0.45578, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ERI
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, EST
0.05225, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, EST
0.34671, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, EST
-0.0384, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, ETH
0.07723, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, ETH
0.35191, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, ETH
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, FRO
0.13, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, FRO
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, FSM
-0.0029, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, FSM
0.19493, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, FSM
-0.05, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, FJI
0.05, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, FJI
0.4, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, FJI
-0.0491, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, FIN
0.02999, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, FIN
0.29113, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, FIN
-0.0112, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, FRA
0.17118, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, FRA
0.44307, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, FRA
-0.0399, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GAB
0.02898, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GAB
0.20107, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GAB
-0.017, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GMB
0.15458, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GMB
0.51647, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GMB
-0.0395, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GEO
0.14083, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GEO
0.44662, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GEO
-0.0408, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, DEU
0.09014, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, DEU
0.30849, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, DEU
-0.0263, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GHA
0.11686, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GHA
0.37539, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GHA
0.02545, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GRC
0.16227, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GRC
0.48771, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GRC
-0.0362, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GRL
0.04834, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GRL
0.29521, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GRL
0.01875, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GRD
0.25, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GRD
0.54842, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, GRD
-0.0291, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, GTM
0.15204, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, GTM
